iter	Accuracy	MultiClass
882	0.9984269984	0.09143478915
883	0.9984269984	0.09123724618
884	0.9984269984	0.09103425327
885	0.9984269984	0.09097411791
886	0.9984269984	0.09076292417
887	0.9984269984	0.09066167308
888	0.9984269984	0.0904408341
889	0.9985699986	0.09029708443
890	0.9987129987	0.0901311364
891	0.9987129987	0.09003431155
892	0.9988559989	0.08994288453
893	0.9988559989	0.08979963289
894	0.998998999	0.08962928244
895	0.9988559989	0.08947277879
896	0.998998999	0.08924004409
897	0.9991419991	0.08910195791
898	0.9991419991	0.08899304021
899	0.9991419991	0.08882311836
900	0.9991419991	0.08873763913
901	0.9991419991	0.08846755617
902	0.9991419991	0.08830313227
903	0.9991419991	0.08824581544
904	0.9991419991	0.08818072684
905	0.9991419991	0.08801886074
906	0.9991419991	0.08790897398
907	0.9991419991	0.08777183116
908	0.9991419991	0.08762072094
909	0.9991419991	0.08753073792
910	0.9991419991	0.08748803266
911	0.9991419991	0.08737592632
912	0.9991419991	0.08720287915
913	0.9991419991	0.08711458671
914	0.9991419991	0.08698958695
915	0.9991419991	0.08680604915
916	0.9991419991	0.08663426692
917	0.9991419991	0.08656598754
918	0.9991419991	0.08652275206
919	0.9991419991	0.08640242961
920	0.9991419991	0.08615774882
921	0.9991419991	0.08605149749
922	0.9991419991	0.08580191189
923	0.9991419991	0.08571862237
924	0.9991419991	0.08555876642
925	0.9991419991	0.08546473374
926	0.9991419991	0.08535729991
927	0.9991419991	0.08528765496
928	0.9991419991	0.08510920833
929	0.9991419991	0.08500922963
930	0.9991419991	0.08490946477
931	0.9991419991	0.08476305662
932	0.9991419991	0.08471612596
933	0.9991419991	0.08460149354
934	0.9991419991	0.08446541323
935	0.9991419991	0.08431553202
936	0.9991419991	0.08419365673
937	0.9991419991	0.08407384248
938	0.9991419991	0.08391311501
939	0.9991419991	0.08378487349
940	0.9991419991	0.08362421922
941	0.9991419991	0.08352774784
942	0.9991419991	0.08345438505
943	0.9991419991	0.08327835831
944	0.9991419991	0.08313378629
945	0.9991419991	0.08304343717
946	0.9991419991	0.08294972578
947	0.9991419991	0.0828273155
948	0.9991419991	0.08269616721
949	0.9991419991	0.08265117457
950	0.9991419991	0.08260589806
951	0.9991419991	0.08254107345
952	0.9991419991	0.08242110728
953	0.9991419991	0.08228323869
954	0.9991419991	0.08216953694
955	0.9991419991	0.08207425078
956	0.9991419991	0.08194105436
957	0.9991419991	0.08185920558
958	0.9991419991	0.08179504023
959	0.9991419991	0.08174134869
960	0.9991419991	0.0816366533
961	0.9991419991	0.08155444572
962	0.9991419991	0.08147502392
963	0.9991419991	0.08140901326
964	0.9991419991	0.08122375955
965	0.9991419991	0.08115749168
966	0.9991419991	0.08109038005
967	0.9991419991	0.08095571549
968	0.9991419991	0.08087438163
969	0.9991419991	0.08080634853
970	0.9991419991	0.08064112596
971	0.9991419991	0.08053955479
972	0.9991419991	0.08050206335
973	0.9991419991	0.08037869661
974	0.9991419991	0.0803325235
975	0.9991419991	0.08025090745
976	0.9991419991	0.08017912974
977	0.9991419991	0.08012981805
978	0.9991419991	0.08004369545
979	0.9991419991	0.0799557903
980	0.9991419991	0.07987669631
981	0.9991419991	0.07979399118
982	0.9991419991	0.07974057309
983	0.9991419991	0.07968617342
984	0.9991419991	0.07959649168
985	0.9991419991	0.07951560354
986	0.9991419991	0.07948413581
987	0.9991419991	0.07936597144
988	0.9991419991	0.07925355565
989	0.9991419991	0.07915868986
990	0.9991419991	0.0789795057
991	0.9991419991	0.07886495614
992	0.9991419991	0.0788168844
993	0.9991419991	0.07875216626
994	0.9991419991	0.07859024511
995	0.9991419991	0.07849624454
996	0.9991419991	0.07839967849
997	0.9991419991	0.078306287
998	0.9991419991	0.07818935089
999	0.9991419991	0.0780340909
